name,smiles,150_20,NssssN,SssssN,ETA_shape_y,RNCG,AATSC1are,GhoseFilter,AATSC1se,AATSC1pe,JGI4,AATSC1i,NssssC,SssssC,AETA_eta_B,piPC8,NddsN,SIC3,JGI3,NssNH,MATS1i,AATS4v,BIC3,ATSC6s,GATS4d,n10FHRing,VE2_Dt,VE2_Dzm,VE2_DzZ,VE2_A,VE2_Dzi,VE2_Dzare,VE2_Dzpe,VE2_Dzse,VE2_D,AXp-5d,MATS1are,BCUTs-1l,VE2_Dzv,AETA_eta_BR,VE2_Dzp,NsNH2,AETA_eta_FL,SlogP_VSA5,AATSC2v,ATSC3s,SsNH2,MATS1pe,nBase,piPC7,NdCH2,Xch-7dv,ATSC8Z,ATSC4s,NssO,BCUTc-1l,ATSC7m,fMF,AATSC3s,AETA_eta_RL,SssO,GATS2c,ATSC8m,MPC10,ATS8s,HybRatio,ATSC7Z,FCSP3,GATS2se,ATSC5are,AETA_eta_L,Xch-6dv,AXp-3d,MATS4pe,MPC8,C4SP3,MPC9,AETA_beta,n10FAHRing,GATS4pe,AATSC0d,SsssN,AETA_beta_ns_d,AETA_beta_ns,SIC0,SsBr,GGI6,RotRatio,GATS2are,BIC0,MWC08,MWC06,MWC10,NdsN,MWC07,MWC09,GATS2s,NdssS,MWC05,MWC04,VE3_A,MPC7,SRW08,SRW06,SRW10,NtCH,Xpc-6d,AETA_dBeta,GATS2pe,Xc-4dv,VE3_Dzp,MWC03,VR3_Dzi,ATS8m
Di-p-tolylamine,CC1=CC=C(NC2=CC=C(C)C=C2)C=C1,0.6691,0,0,0.27027026,0.38665465,-0.000145129,1,-0.000307355,0.000295756,0.057037037,0.02965396,0,0,0.011802008,5.668371,0,0.7451898,0.027777778,1,0.020353805,139.97502,0.7019095,-4.7762346,0.80483603,0,0.25539544,0.254095,0.25409412,0.2471857,0.2538881,0.253989,0.25404963,0.25410035,0.25449312,0.08930485,-0.003753111,1.5120682,0.25501233,0.023268675,0.2553126,0,0.28496608,11.126903,1.0752808,-3.8780863,0,0.006709805,0,5.2646313,0,0.083333336,-68.884445,-2.6975307,0,-0.32651561,125.635475,0.43333334,-0.06254978,0.4824789,0,0.8544379,-333.53522,24,61.444443,0.14285715,26.044445,0.14285715,0.88478065,0.483712,0.19751284,0.055555556,0.20573016,-0.09279819,28,0,24,1.4,0,1.1646819,0.51222223,0,0.033333335,0.8333333,0.23980148,0,0.24163266,0.125,0.84789,0.22587392,9.203618,7.564757,10.845232,0,8.3795395,10.022026,0.6586751,0,6.7393365,5.9322453,1.7159,28,7.7480288,6.216606,9.31407,0,2.8810713,0.26666668,0.8386131,0,1.7482487,5.1059456,4.6019564,967.5266
"1-Bromo-3,5-dimethoxybenzene",COC1=CC(OC)=CC(Br)=C1,0.5573,0,0,0.25,0.47086713,0.0023,1,-0.00409962,0.004272,0.06533334,-0.31018898,0,0,0.014242128,1.8021222,0,0.7742932,0.072115384,0,-0.2385177,191.10176,0.7397797,-6.673725,1.1658105,0,0.29987347,0.2962712,0.29628757,0.27888846,0.2955077,0.2961491,0.29605937,0.2960115,0.2967639,0.0956652,0.016100692,1.0438251,0.29283696,0.02206031,0.2903425,0,0.26831034,0,18.767164,-4.474743,0,0.03041955,0,3.944006,0,0.066887416,174.24,0.09476766,2,-0.5294269,513.15814,0.3,-0.14434655,0.4779591,10.055,1.5200493,872.3339,0,9,0.25,100.32,0.25,1.5465013,0.264917,0.20964876,0.024056261,0.20579824,0.41355315,1,0,0,1.2727273,0,0.47993058,0.5475,0,0.13636364,0.6818182,0.3691551,3.3345833,0,0.18181819,1.5373799,0.35270035,8.817446,7.1770186,10.4588375,0,7.9803658,9.621854,1.313339,0,6.340359,5.5412636,1.2162621,8,7.3569183,5.8141303,8.949366,0,2.5252025,0.09090909,1.4232395,0,1.2565114,4.7095304,3.8048773,9.144576
4-Acetoamidophenol,OC1=CC=C(NC(C)=O)C=C1,0.8573,0,0,0.29605263,0.4179277,-0.0228545,0,-0.01440098,-0.020036,0.06277778,0.012005089,0,0,0.021152092,3.8407955,0,0.9449911,0.045454547,1,0.008309919,148.01634,0.890778,-11.524375,1.0461993,0,0.29901835,0.29656965,0.29657057,0.2814688,0.29635593,0.29659188,0.29656875,0.29657036,0.29699102,0.09697547,-0.1458462,1.5228295,0.2959398,0.028970273,0.29513463,0,0.29159886,6.923737,-3.7696524,-28.36993,0,-0.13874961,0,4.20189,0,0.026311489,-54,-0.17458333,0,-0.36283517,292.50473,0.3,-0.76675487,0.47104913,0,0.5412135,-250.32272,0,27,0.125,63,0.125,0.54782426,0.4966035,0.17945029,0.027777778,0.21001188,-0.015519368,4,0,0,1.3636364,0,0.8412402,0.5475,0,0.09090909,0.77272725,0.3691551,0,0.16163266,0.09090909,0.5299349,0.34797707,8.651549,7.063904,10.242563,0,7.8426714,9.436599,0.52653354,0,6.251904,5.484797,1.2254717,10,7.266129,5.7776523,8.7952795,0,1.7444062,0.18181819,0.5275321,0,1.2728819,4.6728287,3.7791348,76.61506
"2,6-Diaminopyridine",NC1=CC=CC(N)=N1,0.6128,0,0,0.27027026,0.35640782,-0.04066,0,-0.021046044,-0.035062224,0.074074075,0.13599475,0,0,0.015814982,0,0,0.9317445,0.071428575,0,0.08258947,116.61992,0.87297106,5.4083953,1.3362069,0,0.3526438,0.3483291,0.3483299,0.34209186,0.3485046,0.34842375,0.3483708,0.34832403,0.35025185,0.097140454,-0.38248795,1.5638254,0.34692034,0.026564984,0.346226,2,0.31582993,0,-4.1622505,-8.409877,10.535,-0.34743202,0,0,0,0.0248452,0,4.53037,0,-0.34503317,0,0.4,-0.33639506,0.47346172,0,0.3372555,0,0,0,0,0,0,0.43345356,-0.708016,0.15763177,0.021516575,0.21985847,0.059405636,0,0,0,1.5,0,0.84160554,0.51555556,0,0.125,0.875,0.3854275,0,0,0,0.43891275,0.36111516,8.244071,6.690842,9.7981825,0,7.4413204,8.995289,0.3816386,0,5.888878,5.1416636,0.78362197,0,6.947937,5.4510384,8.479907,0,1.02022,0.25,0.45935184,0,0.79563445,4.3438053,2.9826598,0
"2,2,2-Trimethylpropionanilide",O=C(NC1=C(C)C=CC=C1)C(C)(C)C,0.9919,0,0,0.22277227,0.31402642,-0.001328616,1,-0.001048907,-0.000871904,0.06851852,-0.06226532,1,-0.3449589,0.03603653,4.4371214,0,0.73929495,0.041666668,1,-0.045115728,113.7877,0.71405935,-12.952675,0.5695308,0,0.26429176,0.26342866,0.26342762,0.2500317,0.2632578,0.26331612,0.2633827,0.263434,0.2640083,0.08659673,-0.016790941,1.1843853,0.26438367,0.042179387,0.26466024,0,0.20882565,26.334663,9.483867,0.5015898,0,-0.011072964,0,4.30954,0,0.041666668,174.7898,-25.178785,0,-0.3621805,-1005.0696,0.19354838,0.00737632,0.45783588,0,0.74313474,837.32495,3,69,0.41666666,-207.88449,0.41666666,0.43572658,0.4791972,0.24901022,0.027777778,0.21065807,-0.33821607,11,1,8,1.125,0,1.9684325,0.6347555,0,0.035714287,0.5714286,0.26744136,0,0.18367347,0.071428575,0.46878073,0.2583123,9.205227,7.535297,10.87716,0,8.358197,10.031397,0.49194732,0,6.685861,5.872118,1.589362,13,7.77191,6.196444,9.376617,0,3.4908123,0.017857144,0.4969971,0.25,1.6462212,5.0172796,4.390423,191.00793
,CC1=CC(=CC(=C1N)C)Br,0.6293,0,0,0.3488372,0.5999464,-0.0108585,1,-0.00551264,-0.01078,0.07492063,0.32008156,0,0,0.030515267,0,0,0.797431,0.07692308,0,0.2232283,151.51144,0.7618862,3.961749,1.1625874,0,0.31509247,0.3110279,0.3110311,0.29796526,0.31037846,0.31041035,0.3104652,0.31045777,0.31230175,0.08154179,-0.20827758,1.0438242,0.30997288,0.039115265,0.30985034,1,0.23168975,11.126903,15.633215,2.4578354,5.7299075,-0.16646078,0,2.7842393,0,0.094610654,0,-10.617391,0,-0.3213372,0,0.3,0.06642798,0.4609061,0,0.45959392,0,0,0,0.25,0,0.25,0.50790906,0.08489475,0.22921635,0.020833334,0.2089653,-0.3648787,0,0,0,1.225,0,1.5143309,0.65,0,0.1,0.7,0.33803526,3.391528,0,0,0.509388,0.32296762,8.879473,7.2086005,10.551192,0,8.029107,9.701188,0.5276777,0,6.3578424,5.5412636,1.0918067,2,7.4389715,5.8435445,9.078065,0,3.2773697,0.175,0.5081887,0,1.1309192,4.691348,3.5761902,0
5-Bromo-2-methoxypyrimidine,COc1ncc(Br)cn1,0.2753,0,0,0.20134228,0.5077009,-0.009608164,0,-0.013870551,-0.005056633,0.08555555,-0.9609402,0,0,0.009835007,0,0,0.9107951,0.027777778,0,-0.59303826,172.42738,0.8483796,3.738718,1.0211221,0,0.33164003,0.32812825,0.32810092,0.31737643,0.32568392,0.32645664,0.32661214,0.32670698,0.32846847,0.09812667,-0.06399087,1.0438881,0.32595083,0.019390563,0.324389,0,0.2913662,0,19.723942,1.3156066,0,-0.03482468,0,2.7842393,0,0.039536823,0,-9.696061,1,-0.49771938,-2488.6948,0.42857143,0.07308925,0.48063317,4.726111,1.0530101,0,0,0,0.2,-475.16327,0.2,1.1949425,0.3524245,0.18926696,0.016666668,0.22606489,-0.8985161,0,0,0,1.4444444,0,2.0634985,0.5153061,0,0.11111111,0.7777778,0.5268691,3.194056,0,0.11111111,1.1630377,0.49076355,8.386401,6.8167357,9.957265,0,7.598399,9.169831,1.0823244,0,6.0282784,5.2522736,0.9441973,2,7.0553126,5.556828,8.590258,0,1.1710976,0.11111111,1.1275617,0,0.9660522,4.465908,3.2958245,0
4-bromophenol,C1=CC(=CC=C1O)Br,0.4781,0,0,0.21428572,0.7408771,-0.02153846,0,-0.014039077,-0.021591716,0.15111111,0.22034352,0,0,0.015814982,0,0,1,0.035714287,0,0.17051838,132.56575,0.9251099,0.5879295,0.7418478,0,0.35248417,0.34990713,0.34987268,0.34275502,0.34771433,0.34809983,0.34817192,0.34816873,0.3496717,0.108728155,-0.18636848,1.0438594,0.34669843,0.026564984,0.345475,0,0.2778267,0,-7.6928062,-3.313125,0,-0.1802634,0,0,0,0.06697707,0,-4.4061165,0,-0.29172906,0,0.46153846,-0.14404891,0.47346172,0,0.50511044,0,0,0,0,0,0,0.64093506,0.5732,0.195635,0.027777778,0.23045304,-0.25249967,0,0,0,1.40625,0,1.4270549,0.5443787,0,0.125,0.875,0.4362538,3.2343056,0,0,0.61484784,0.40358272,8.217439,6.6707664,9.765891,0,7.4389715,8.98932,0.5915302,0,5.888878,5.1298985,0.78555864,0,6.9402223,5.4510384,8.46316,0,1.1380712,0.34375,0.6130537,0,0.793463,4.3438053,2.9797306,0
Diphenylamine,C1(NC2=CC=CC=C2)=CC=CC=C1,0.5308,0,0,0.15625,0.40629622,-0.001135438,1,-0.000791173,-0.000588,0.030222222,0.048165575,0,0,-0.002713552,5.432903,0,0.7136493,0.026785715,1,0.0322644,154.91556,0.66046137,-0.6743827,1.1948051,0,0.27412662,0.2745736,0.27457294,0.26605654,0.27441183,0.27449107,0.27453834,0.27457777,0.27413487,0.09403547,-0.027132137,1.535451,0.27525774,0.010517217,0.27546996,0,0.32255945,0,-13.391931,-2.0045333,0,-0.012631579,0,5.0296206,0,0.032075014,16.0625,-0.03260031,0,-0.3180153,-89.01399,0.5416667,-0.040090665,0.49611458,0,0.92094547,76.97008,12,28,0,-18.25,0,0.98409116,-0.14439687,0.17355514,0.06415003,0.20580782,-0.09569378,20,0,16,1.5384616,0,1.2884768,0.40104166,0,0.03846154,0.96153843,0.2632319,0,0.078367345,0.14285715,0.96286106,0.24361336,8.924922,7.3192024,10.532976,0,8.115222,9.722506,0.9448077,0,6.5117455,5.7203116,1.5032672,20,7.4960976,5.9939613,9.0322895,0,1.696936,0.3846154,0.9647998,0,1.538037,4.919981,4.230087,249.24934
2-amino-4-methyl-benzonitrile,CC1=CC(=C(C=C1)C#N)N,0.5044,0,0,0.3125,0.48884517,-0.014566666,0,-0.006736592,-0.013550618,0.06476191,0.34018883,0,0,0.017783146,3.1688974,0,0.9100052,0.057291668,0,0.205877,135.92596,0.838864,4.8564816,0.97207445,0,0.31472117,0.3108397,0.31084007,0.29647443,0.3109173,0.3108816,0.31085822,0.31083748,0.3114724,0.08714385,-0.20458801,1.4539223,0.31025156,0.026383147,0.3099508,1,0.29935342,11.126903,6.933659,-0.8634259,5.509398,-0.19112629,0,3.9918735,0,0.04997328,0,9.560185,0,-0.39705455,-126.64888,0.33333334,-0.026164422,0.4736382,0,0.6241102,0,0,0,0.14285715,-26.962963,0.125,0.44793063,-0.9232,0.17428477,0.024056261,0.20890173,0.16424915,1,0,0,1.5,0,0.8467364,0.5802469,0,0.05,0.95,0.33385426,0,0,0,0.4653767,0.30775464,8.726644,7.09091,10.363346,0,7.8991537,9.536113,0.38286135,0,6.263398,5.4595857,1.0867908,3,7.3112183,5.7525725,8.912069,0,2.2695658,0.4,0.49187896,0,1.1312433,4.634729,3.5538628,0
"BROMOBENZENE, REAGENTPLUS, 99%",Brc1ccccc1,0.1266,0,0,0.115384616,0.18772595,5.44E-17,0,1.28E-17,3.30E-17,0.11111111,-2.96E-16,0,0,0.00290953,0,0,0.8894715,0.0375,0,-2.35E-16,128.29655,0.816179,0,0.83898306,0,0.37731346,0.37685287,0.3767936,0.370595,0.3740152,0.37415677,0.37433627,0.37436625,0.3755833,0.11263095,1.74E-15,1.04386,0.3746437,0.015195245,0.37548897,0,0.28316253,0,-11.046055,-0.6565233,0,6.27E-16,0,0,0,0.06299408,0,0.002900663,0,-0.29909378,0,0.5,-0.031263012,0.48483527,0,1.0613531,0,0,0,0,0,0,0.6245221,0.008775,0.20167273,0.032075014,0.23673086,-0.15257013,0,0,0,1.4285715,0,1.4061625,0.4097222,0,0.071428575,0.9285714,0.36960253,3.31125,0,0,0.82653874,0.33914724,7.851272,6.368187,9.33565,0,7.0992017,8.583543,1.223984,0,5.616771,4.890349,0.59658974,0,6.652863,5.209486,8.12415,0,0.4082483,0.42857143,0.7560357,0,0.609709,4.1431346,2.617881,0
NNN'N'-Tetraethylisophthalamide,CCN(CC)C(C1=CC=CC(C(N(CC)CC)=O)=C1)=O,0.9983,0,0,0.29577464,0.2116856,0.004781405,1,0.00091081,0.005709917,0.02421456,-0.45575172,0,0,0.016588312,5.318426,0,0.6294172,0.06451613,0,-0.3310147,175.07352,0.61201024,29.90909,1.4353408,0,0.2216901,0.21922067,0.21922106,0.19570877,0.21939455,0.21928549,0.21925075,0.21921696,0.22008526,0.077883065,0.047434866,1.4387101,0.21867421,0.020888312,0.21855424,0,0.20700063,48.410927,4.9082046,12.245179,0,0.058680143,0,5.420535,0,0.027777778,-104.735535,-24.756657,0,-0.40977857,101.97806,0.13636364,0.12623896,0.47912237,0,1.3375769,-494.6259,16,225,0.5,24.61157,0.5,0.72580284,-2.5474696,0.27212173,0.027777778,0.2007976,-0.24029942,36,0,28,1.05,0,1.6840179,0.5206612,3.5019832,0,0.45,0.25883436,0,0.4865306,0.3,0.8013725,0.25167614,9.607303,7.901377,11.317458,0,8.752897,10.461531,0.53294116,0,7.0501227,6.204558,2.057752,40,8.038189,6.4630294,9.65509,0,6.286877,-0.15,0.7995767,0,2.1681583,5.3612924,5.289213,2619.953
"2,5-Furandicarbaldehyde",C1=C(OC(=C1)C=O)C=O,0.6075,0,0,0.25,0.42362642,-0.010650887,0,-0.011325822,-0.006688166,0.066,-0.22915965,0,0,0.005612251,0,0,0.7921245,0.07118055,0,-0.16745624,169.93663,0.71712184,8.694938,1.3,0,0.33086118,0.32775,0.3277494,0.30872464,0.3277964,0.3277172,0.3277422,0.3277506,0.327547,0.10216122,-0.044510387,1.5648186,0.32749906,0.015167806,0.3274822,0,0.3238873,21.10957,-7.555055,7.6812954,0,-0.03170636,0,2.6741486,0,0.027377738,0,-15.282873,0,-0.5204759,0,0.3846154,0.4042787,0.48485592,0,1.2566682,0,0,0,0,0,0,1.041755,-0.48816568,0.16096865,0.03928371,0.21573311,-0.1094185,0,0,0,1.3888888,0,1.0179449,0.52071005,0,0,0.7777778,0.41244692,0,0,0.22222222,1.007028,0.3733942,8.522181,6.904751,10.14081,0,7.710205,9.329101,0.8473284,0,6.0935698,5.293305,0.91655856,1,6.9985094,5.5333896,8.502892,0,1.1279612,0.16666667,0.98607385,0,0.9755425,4.4886365,3.2865338,0
"DIETHYL 1,4-DIHYDRO-2,6-DIMETHYL-3,5-PYRIDINEDICARBOXYLATE",CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1,1,0,0,0.36437246,0.24489939,-0.002029803,1,-0.004150732,0.000606647,0.0417094,-0.2631372,0,0,0.022654213,4.564348,0,0.7041784,0.06481481,1,-0.20027007,177.62604,0.6847128,62.562637,1.4749788,0,0.2336066,0.23096497,0.2309662,0.20172897,0.23063652,0.2309838,0.23095778,0.23096669,0.23129891,0.07241317,-0.012516305,1.3543319,0.22999653,0.027431991,0.22891822,0,0.18626921,34.115772,7.389427,-11.463822,0,0.004041913,0,4.6151204,0,0.06629126,-1.1512053,-17.198442,2,-0.49315318,-432.9018,0.16216215,-0.15703866,0.47257987,9.927071,0.9960061,-3.7666266,8,155.25,0.53846157,-93.27246,0.53846157,0.7630604,-5.041726,0.28631067,0.022097087,0.18998474,-0.0715008,27,0,14,0.8888889,0,1.3089681,0.5741417,0,0,0.2777778,0.29018676,0,0.32489794,0.22222222,0.7402412,0.28216514,9.585964,7.848153,11.329423,0,8.707648,10.449091,0.49604344,0,6.9744787,6.1246834,1.8773282,32,7.9728107,6.378426,9.624897,0,6.403906,-0.33333334,0.72597533,0,2.003768,5.26269,5.036655,1621.2057
"4,4'-Dimethyl-2,2'-bipyridyl",CC1=CC(C2=NC=CC(C)=C2)=NC=C1,0.9093,0,0,0.29411766,0.30773586,0.00432643,1,0.001264743,0.005063226,0.043174602,-0.25715527,0,0,0.011442384,5.901266,0,0.7094398,0.041666668,0,-0.16315478,160.68483,0.66106635,-8.462853,1.1448269,0,0.2650904,0.26332355,0.26332277,0.25145498,0.26312986,0.2632272,0.26328307,0.26332825,0.26398966,0.083581686,0.07513942,1.4813396,0.26391438,0.023728097,0.2639802,0,0.29407594,11.126903,6.123361,-3.0210388,0,0.084854044,0,5.6857033,0,0.06454972,-37.491123,2.260355,0,-0.38508767,-169.16026,0.46153846,-0.060420778,0.48243,0,1.2514027,-183.38303,12,40,0.16666667,-34.62722,0.16666667,1.0071847,-0.66127634,0.18835409,0.04303315,0.19252418,0.10707987,24,0,22,1.4642857,0,0.864175,0.5443787,0,0,0.85714287,0.2796165,0,0.1632653,0.06666667,0.9304687,0.2605507,9.27566,7.592366,10.961538,0,8.425297,10.112248,0.7638775,0,6.7417006,5.916202,1.5950383,29,7.7557673,6.188264,9.364862,0,3.5778525,0.25,0.88112354,0,1.6436484,5.0689044,4.4402337,201.84192
"1,3,5-tris(4-carboxyphenyl)benzene",O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1,0.9969,0,0,0.38709676,0.1580794,-0.017312571,0,-0.01026234,-0.016355151,0.030833334,0.22937927,0,0,0.018231597,7.6696997,0,0.6791043,0.03125,0,0.16770561,211.77196,0.6306218,29.282583,0.77148765,0,0.17227797,0.17059757,0.1705982,0.14863566,0.17053139,0.17062892,0.17060572,0.1705969,0.17057377,0.07094693,-0.115978986,1.4369636,0.17001024,0.02865584,0.16935392,0,0.30259404,31.073967,-3.2405725,5.9584775,0,-0.1201973,0,7.2855067,0,0.11941773,-90.768166,-38.279125,0,-0.33901966,-373.42532,0.47058824,0.052267347,0.4791688,0,0.47469097,-426.381,252,453.66666,0,-74.28374,0,0.3258355,-1.2637371,0.17657478,0.10738959,0.18324868,-0.16109689,168,0,216,1.4545455,0,0.9989613,0.650519,0,0,0.8636364,0.24315533,0,0.84734696,0.16666667,0.35067168,0.22579601,10.385018,8.630343,12.1469965,0,9.504278,11.263554,0.3552997,0,7.7531943,6.886532,2.7841728,156,8.752265,7.149132,10.395528,0,10.305511,0.27272728,0.37719983,0,2.9146655,6.0137153,6.616381,7968.601
"a,a'-Dibromo-p-xylene",BrCC1=CC=C(C=C1)CBr,0.548,0,0,0.15,0.18193617,-5.82E-17,0,3.13E-18,5.77E-18,0.0637037,4.45E-16,0,0,0.005051026,0,0,0.7068959,0.022727273,0,3.55E-16,160.23201,0.67110425,-0.28537315,0.61513156,0,0.31420004,0.311376,0.31130332,0.296301,0.3086273,0.30875853,0.3089244,0.30895203,0.31075224,0.091962785,-1.66E-15,1.0371051,0.3092075,0.013651026,0.30998716,0,0.106923304,11.126903,-13.739218,-2.6247554,0,9.46E-17,0,3.6408703,0,0.03928371,0,-1.9199055,0,-0.31926444,1438.432,0.33333334,-0.07953805,0.48637033,0,1.1528815,0,0,0,0.25,256,0.25,1.032117,0.10853333,0.37944704,0.027777778,0.2229305,-0.042152222,0,0,0,1.1,0,1.0625,0.4691358,0,0,0.6,0.33385426,6.7844462,0.040816326,0.2,1.0614213,0.3169505,8.532475,6.944087,10.122021,0,7.737616,9.326967,0.8970602,0,6.150603,5.3612924,1.0862057,6,7.158514,5.652489,8.703009,0,1.2445643,0.1,1.061881,0,1.1313607,4.574711,3.5628,0
,O=C1C2=C(C3=C1C=C(Br)C=C3)C=CC(Br)=C2,0.7919,0,0,0.36842105,0.42762163,1.76E-05,1,0.000148915,2.62E-05,0.042698413,0.052690484,0,0,0.01559436,6.9009824,0,0.8369136,0.07355967,0,0.04625126,255.26785,0.75333285,-6.566759,1.2390804,0,0.24978764,0.24788156,0.24784471,0.22609113,0.24607292,0.24616517,0.24629852,0.24632102,0.24638903,0.06775233,0.000235,1.043131,0.24651632,0.03171936,0.24690329,0,0.2717519,15.92144,-1.869491,4.6626086,0,0.000310354,0,6.5601463,0,0.27344194,412.03305,-4.000372,0,-0.3766075,-3857.0527,0.59090906,0.095155284,0.479044,0,0.8122413,2312.4434,52,3.2634602,0,-715.3719,0,0.55385816,0.16941157,0.20729207,0.13303907,0.16671552,-0.17747606,87,0,68,1.484375,0,1.2916385,0.71900827,0,0.0625,0.90625,0.33118778,6.7802753,0.14689343,0,0.53998,0.29811278,10.008793,8.158516,11.863321,0,9.080345,10.9341955,0.57750815,0,7.2320104,6.3189683,1.7557752,84,8.210939,6.5467854,9.926081,0,8.746391,0.328125,0.5404669,0,1.8438338,5.398163,4.8248315,6545.736
"3,5-Diaminobenzoic Acid",O=C(O)C1=CC(N)=CC(N)=C1,0.6726,0,0,0.40268457,0.30110213,-0.05851302,0,-0.032953463,-0.05218421,0.07333333,0.6188232,0,0,0.029271765,0,0,0.8761006,0.072115384,0,0.40514788,140.08795,0.8227171,-44.07756,1.36875,0,0.29994997,0.29689854,0.29690057,0.28209123,0.29697335,0.2970642,0.29696018,0.29689172,0.29752052,0.091674544,-0.33276096,1.4717786,0.2949224,0.037089948,0.2937153,2,0.29399112,10.357988,1.4341998,-15.521084,10.707778,-0.32568896,0,4.3429933,0,0.039805908,0,-5.8304095,0,-0.32814336,245.00368,0.31578946,-0.44345954,0.46292946,0,0.4656536,0,0,0,0,51.537395,0,0.4103548,1.2616067,0.16893834,0.024056261,0.19736147,0.05489091,0,0,0,1.3636364,0,0.9235962,0.66481996,0,0.09090909,0.77272725,0.40960082,0,0,0.09090909,0.4126934,0.3846426,8.8946705,7.2420826,10.548836,0,8.05166,9.7083845,0.39279088,0,6.395262,5.5947113,1.2276808,8,7.437795,5.8833222,9.038721,0,3.180215,0.18181819,0.41094032,0,1.2680612,4.744932,3.7909138,0
"4-[3,5-bis(4-carboxyphenyl)phenyl]benzoic acid",C1=CC(=CC=C1C2=CC(=CC(=C2)C3=CC=C(C=C3)C(=O)O)C4=CC=C(C=C4)C(=O)O)C(=O)O,1,0,0,0.38709676,0.1580794,-0.017312571,0,-0.01026234,-0.016355151,0.030833334,0.22937927,0,0,0.018231597,7.6696997,0,0.6791043,0.03125,0,0.16770561,211.77196,0.6306218,29.282583,0.77148765,0,0.17227797,0.17059757,0.1705982,0.14863566,0.17053139,0.17062892,0.17060572,0.1705969,0.17057377,0.07094693,-0.115978986,1.4369636,0.17001024,0.02865584,0.16935392,0,0.30259404,31.073967,-3.2405725,5.9584775,0,-0.1201973,0,7.2855067,0,0.11941773,-90.768166,-38.279125,0,-0.33901966,-373.42532,0.47058824,0.052267347,0.4791688,0,0.47469097,-426.381,252,453.66666,0,-74.28374,0,0.3258355,-1.2637371,0.17657478,0.10738959,0.18324868,-0.16109689,168,0,216,1.4545455,0,0.9989613,0.650519,0,0,0.8636364,0.24315533,0,0.84734696,0.16666667,0.35067168,0.22579601,10.385018,8.630343,12.1469965,0,9.504278,11.263554,0.3552997,0,7.7531943,6.886532,2.7841728,156,8.752265,7.149132,10.395528,0,10.305511,0.27272728,0.37719983,0,2.9146655,6.0137153,6.616381,7968.601
,CC1=C(N=C(C(=N1)C)C)C,0.863,0,0,0.41666666,0.43104586,0.005794215,0,0.00176238,0.006519835,0.10074074,-0.46814415,0,0,0.030515267,0,0,0.5818918,0.057692308,0,-0.31587318,150.91368,0.5587827,1.2341598,1.4121622,0,0.31507412,0.30928805,0.3092866,0.29865313,0.30893263,0.30910617,0.30921027,0.3092973,0.31210703,0.0876019,0.08762655,1.4654454,0.31084374,0.039115265,0.31134507,0,0.238803,22.775711,13.862455,-3.48393,0,0.096987955,0,2.7842393,0,0.05,0,-11.965106,0,-0.40790763,483.50888,0.27272728,-0.09416027,0.4609061,0,1.149444,0,0,0,0.5,100.56198,0.5,0.81001115,0.15741818,0.22210309,0.0125,0.21437182,-0.75860584,0,0,0,1.2,0,1.9283133,0.61157024,0,0,0.6,0.29649055,0,0,0,0.6988396,0.28471583,8.861775,7.195187,10.52956,0,8.026497,9.695048,0.5422535,0,6.3578424,5.5333896,1.0941125,2,7.4342575,5.8435445,9.066586,0,3.3735948,0,0.6335288,0,1.1357316,4.691348,3.5934033,0
,CC1=CC(=CC(=C1)Br)Br,0.6085,0,0,0.24324325,0.1618675,-2.31E-17,0,-2.46E-19,-2.96E-17,0.055555556,1.41E-15,0,0,0.025852557,0,0,0.88473547,0.104166664,0,1.16E-15,192.60571,0.82892734,0.5009648,1.1848959,0,0.33229902,0.32946882,0.3294535,0.31865695,0.32740992,0.32754225,0.32770738,0.32773462,0.32964376,0.08213321,-6.43E-16,1.0436924,0.32798263,0.035408113,0.3286805,0,0.22276494,5.5634513,11.586123,-2.413082,0,-4.62E-16,0,0,0,0.11854738,0,0.20855853,0,-0.31437126,0,0.4,-0.0893734,0.4646156,0,0.604264,0,0,0,0.14285715,0,0.14285715,0.54817665,-0.630912,0.24185067,0.024056261,0.20118447,0.5515243,0,0,0,1.2777778,0,0.5381429,0.64,0,0.11111111,0.7777778,0.36588517,6.7658334,0,0,0.56294525,0.3428055,8.566174,6.9574976,10.175459,0,7.71913,9.328213,0.7709088,0,6.1114674,5.351858,0.9482239,0,7.181592,5.645447,8.760767,0,1.7474003,0.2777778,0.5381429,0,0.9791949,4.5108595,3.2979057,0
